2	11.321	27	3	2019-01-06	0.921	99.59	14.67	13	SKU-195	54.241	27	3
8	33.928	23	17	2019-01-06	21.792	32.41	92.10	25	SKU-223	60.198	30	17
28	1.256	25	10	2019-01-06	80.034	33.49	64.07	29	SKU-203	27.183	6	28
16	72.100	13	17	2019-01-06	107.028	19.48	39.84	11	SKU-195	34.174	5	12
2	3.805	23	25	2019-01-06	65.259	18.85	79.19	16	SKU-451	48.310	21	12
12	44.411	22	20	2019-01-06	37.093	47.21	36.59	6	SKU-2238	50.654	11	28
10	47.227	1	10	2019-01-06	104.000	100.15	59.89	8	SKU-2040	44.066	1	21
20	38.876	26	3	2019-01-07	4.349	23.71	2.77	23	SKU-223	69.654	25	13
26	54.444	7	7	2019-01-07	61.084	65.44	17.17	21	SKU-2233	49.311	1	24
9	88.482	28	15	2019-01-07	31.062	82.87	16.07	26	SKU-2239	28.190	16	18
30	68.406	5	25	2019-01-07	13.581	61.37	77.48	18	SKU-2234	40.169	23	13
26	106.733	5	1	2019-01-07	71.983	47.58	37.78	29	SKU-2237	72.332	25	9
9	65.238	14	3	2019-01-07	57.965	38.90	17.79	5	SKU-296	37.271	11	16
18	92.577	1	17	2019-01-07	79.073	58.67	57.10	14	SKU-287	10.250	6	21
11	85.457	5	8	2019-01-08	24.453	1.47	46.93	6	SKU-2235	79.096	13	22
20	89.464	30	29	2019-01-08	67.639	85.94	9.21	9	SKU-601	58.827	10	6
20	77.032	9	9	2019-01-08	95.486	46.39	97.73	3	SKU-2238	12.134	20	9
4	38.702	11	8	2019-01-08	55.302	5.57	6.02	1	SKU-2041	52.613	23	29
24	94.069	18	19	2019-01-08	96.344	89.93	99.86	24	SKU-2234	26.367	20	27
12	27.588	18	8	2019-01-08	93.410	109.63	102.85	17	SKU-204	48.194	11	11
13	74.997	30	17	2019-01-08	28.809	93.31	107.75	11	SKU-2238	4.882	6	26
22	96.685	23	6	2019-01-09	88.037	109.97	104.96	15	SKU-2049	84.425	8	8
26	57.655	2	21	2019-01-09	55.653	105.70	70.20	12	SKU-2048	75.620	15	6
25	64.704	11	28	2019-01-09	101.280	67.08	70.52	7	SKU-2235	14.886	3	18
1	109.865	22	7	2019-01-09	106.386	15.25	68.93	21	SKU-296	18.800	23	8
26	10.224	30	28	2019-01-09	39.299	33.99	53.18	27	SKU-2233	60.124	11	18
21	48.166	5	7	2019-01-09	94.110	97.76	34.20	9	SKU-2044	45.391	11	15
3	59.920	15	28	2019-01-09	81.103	50.78	79.13	5	SKU-203	25.226	24	17
8	106.940	23	14	2019-01-10	101.857	89.75	108.03	17	SKU-192	57.385	3	22
17	44.042	6	23	2019-01-10	59.358	7.10	65.98	15	SKU-2048	22.727	13	26
23	106.396	30	19	2019-01-10	3.332	62.99	90.01	13	SKU-101	63.734	21	17
14	12.798	14	9	2019-01-10	109.093	17.35	78.83	5	SKU-2040	105.426	24	6
29	44.602	1	8	2019-01-10	59.986	40.68	42.17	23	SKU-451	75.660	4	14
19	98.248	18	10	2019-01-10	57.027	97.37	76.53	24	SKU-2042	43.884	17	20
15	2.545	9	30	2019-01-10	93.659	98.03	24.68	12	SKU-204	0.457	16	13
1	53.235	12	1	2019-01-11	61.925	67.84	39.79	17	SKU-296	106.134	14	29
10	106.023	14	18	2019-01-11	13.633	75.77	103.11	7	SKU-223	66.406	15	12
7	99.024	21	16	2019-01-11	40.754	10.20	7.95	8	SKU-199	4.487	25	20
17	26.099	4	23	2019-01-11	104.457	65.69	2.76	17	SKU-101	63.083	25	18
3	31.802	5	28	2019-01-11	31.703	43.51	49.63	27	SKU-101	90.338	19	14
30	49.321	6	4	2019-01-11	16.144	75.67	21.98	25	SKU-2233	94.386	15	8
20	96.853	24	29	2019-01-11	79.310	87.42	103.17	17	SKU-2238	84.857	18	28
27	30.064	15	20	2019-01-12	54.415	54.07	2.64	5	SKU-192	26.007	4	11
18	55.705	14	25	2019-01-12	72.135	68.70	46.34	17	SKU-222	71.248	30	6
7	84.222	7	6	2019-01-12	86.760	50.94	6.29	24	SKU-2044	14.187	8	6
25	69.871	28	20	2019-01-12	99.502	103.01	21.06	28	SKU-2041	39.437	18	16
19	61.716	16	15	2019-01-12	32.499	76.13	42.30	15	SKU-192	25.969	18	29
5	42.021	11	29	2019-01-12	9.865	21.85	41.30	15	SKU-2048	26.198	5	29
9	5.160	21	7	2019-01-12	99.618	98.70	65.72	22	SKU-203	91.844	9	15
21	7.908	7	2	2019-01-13	64.379	83.75	26.45	21	SKU-195	23.437	26	9
28	73.396	15	21	2019-01-13	40.826	100.12	95.75	30	SKU-2237	2.355	21	27
26	80.231	15	4	2019-01-13	22.647	88.52	11.49	9	SKU-2231	18.404	2	27
1	99.414	2	2	2019-01-13	66.036	70.49	1.42	19	SKU-223	104.665	19	15
7	58.543	18	26	2019-01-13	54.981	75.04	28.85	21	SKU-601	16.700	5	6
30	38.914	11	2	2019-01-13	35.248	45.24	70.50	28	SKU-2044	30.008	21	4
6	67.414	4	11	2019-01-13	8.119	59.72	47.17	26	SKU-2239	78.530	7	6
9	73.742	24	29	2019-01-14	86.417	61.19	67.58	21	SKU-2231	102.527	27	21
9	45.343	10	24	2019-01-14	25.376	108.49	72.43	27	SKU-222	79.238	12	21
28	101.796	24	25	2019-01-14	56.852	45.06	2.23	5	SKU-199	66.725	21	25
6	86.286	14	16	2019-01-14	14.409	12.72	84.70	1	SKU-2230	97.009	21	30
3	32.169	10	5	2019-01-14	66.039	39.35	105.39	2	SKU-708	69.594	28	19
26	2.053	19	16	2019-01-14	79.282	3.17	5.57	19	SKU-2235	39.489	21	3
25	100.128	11	4	2019-01-14	68.206	53.39	44.60	17	SKU-2048	92.833	28	2
26	72.389	2	18	2019-01-15	37.899	71.36	71.82	1	SKU-2045	91.291	19	16
13	77.826	26	7	2019-01-15	8.258	50.61	79.00	6	SKU-2040	39.530	12	16
25	61.160	13	10	2019-01-15	70.839	9.73	1.42	10	SKU-2230	17.331	24	8
27	91.594	15	2	2019-01-15	70.466	37.09	75.94	10	SKU-2047	50.564	19	4
14	104.819	27	28	2019-01-15	7.935	75.83	102.86	23	SKU-222	95.590	16	19
11	82.393	10	5	2019-01-15	28.393	85.57	7.04	8	SKU-2233	0.075	17	21
22	35.136	2	8	2019-01-15	108.905	105.19	23.97	9	SKU-192	38.082	17	9
21	108.068	15	2	2019-01-16	60.241	15.09	97.67	15	SKU-2048	71.409	25	2
23	73.495	12	20	2019-01-16	59.382	81.19	44.71	6	SKU-195	27.363	29	7
24	44.344	18	7	2019-01-16	83.521	38.00	74.24	17	SKU-2235	76.895	10	11
5	72.182	10	1	2019-01-16	26.969	99.18	88.11	25	SKU-2233	0.395	3	12
3	93.311	7	29	2019-01-16	52.859	19.99	30.87	19	SKU-101	96.536	12	29
14	77.920	13	8	2019-01-16	64.524	93.76	21.55	17	SKU-2040	1.857	7	22
19	85.959	21	18	2019-01-16	17.267	12.64	33.50	6	SKU-204	17.057	5	1
18	1.301	20	20	2019-01-17	35.963	3.58	109.40	14	SKU-2230	82.770	11	12
22	27.160	27	25	2019-01-17	35.207	34.36	13.58	17	SKU-2042	8.563	19	22
12	50.704	20	4	2019-01-17	81.353	18.74	32.32	3	SKU-2233	31.367	20	18
4	46.635	24	3	2019-01-17	37.438	39.18	79.64	11	SKU-222	94.280	19	18
19	65.170	2	28	2019-01-17	71.477	68.57	21.48	30	SKU-223	44.346	18	4
8	97.695	30	9	2019-01-17	0.856	96.03	75.11	23	SKU-2042	101.331	26	25
4	107.339	19	17	2019-01-17	63.962	25.02	97.35	20	SKU-2234	69.826	30	22
5	101.272	23	11	2019-01-18	83.930	67.38	91.68	24	SKU-2237	106.989	7	20
11	61.866	27	10	2019-01-18	24.138	71.79	56.34	27	SKU-2045	92.878	22	9
4	17.743	24	26	2019-01-18	53.932	0.99	78.25	20	SKU-451	88.708	21	4
21	39.745	28	12	2019-01-18	88.226	51.99	24.40	20	SKU-2230	102.388	24	17
16	52.221	9	15	2019-01-18	37.908	41.84	65.38	7	SKU-2042	109.938	24	11
22	21.565	14	22	2019-01-18	14.890	25.62	11.84	5	SKU-2049	70.172	23	11
2	23.633	25	5	2019-01-18	104.987	90.75	18.19	17	SKU-2044	99.658	5	14
21	24.059	28	28	2019-01-19	41.136	92.30	99.73	5	SKU-2230	31.718	8	12
26	34.977	8	24	2019-01-19	73.045	53.84	47.30	24	SKU-451	74.448	10	15
12	92.133	6	7	2019-01-19	97.837	35.59	56.45	12	SKU-101	50.660	11	24
15	12.167	27	4	2019-01-19	29.233	25.60	32.42	20	SKU-199	25.264	18	16
26	98.906	19	23	2019-01-19	82.220	30.23	36.95	8	SKU-195	28.906	17	7
12	65.190	15	12	2019-01-19	102.179	4.70	47.10	19	SKU-203	16.013	13	7
1	25.244	5	22	2019-01-19	41.829	109.12	87.99	13	SKU-2047	87.340	9	10
26	100.241	10	15	2019-01-20	36.376	27.36	74.04	18	SKU-199	50.417	2	10
6	98.900	22	10	2019-01-20	86.284	40.19	43.45	6	SKU-2231	41.578	29	27
19	90.184	28	11	2019-01-20	12.200	93.53	34.02	19	SKU-101	70.934	1	11
21	80.544	22	1	2019-01-20	99.237	102.30	18.39	6	SKU-2047	85.481	19	23
3	92.404	5	27	2019-01-20	72.109	30.51	83.35	12	SKU-2048	74.409	11	1
24	75.010	29	21	2019-01-20	47.879	72.36	96.28	8	SKU-2232	86.840	18	21
8	85.224	11	22	2019-01-20	35.520	60.44	45.21	25	SKU-199	37.206	13	7
27	30.232	19	8	2019-01-21	74.842	65.92	32.34	2	SKU-2239	62.485	5	2
29	16.472	12	15	2019-01-21	23.482	34.14	68.19	30	SKU-2231	51.973	6	7
16	18.363	21	4	2019-01-21	90.494	63.60	68.81	21	SKU-101	12.541	17	20
23	86.616	18	1	2019-01-21	73.561	38.82	107.70	9	SKU-296	45.816	13	2
2	19.181	20	28	2019-01-21	12.916	91.15	56.42	19	SKU-2232	34.277	15	21
3	37.519	1	5	2019-01-21	102.372	3.82	4.87	1	SKU-223	43.516	21	30
5	16.389	7	26	2019-01-21	0.710	104.97	45.32	12	SKU-101	36.698	16	26
14	71.965	17	25	2019-01-22	90.785	0.34	109.89	20	SKU-287	14.860	19	18
19	50.478	30	5	2019-01-22	107.028	108.91	56.16	11	SKU-2047	103.888	4	14
29	33.827	22	10	2019-01-22	82.179	70.12	62.05	6	SKU-192	20.065	6	3
5	28.139	27	21	2019-01-22	79.905	26.77	72.25	1	SKU-2234	93.772	3	23
17	63.667	6	5	2019-01-22	39.972	95.38	31.44	18	SKU-222	35.863	5	21
6	46.504	9	3	2019-01-22	101.944	96.73	64.42	21	SKU-287	57.646	8	17
30	59.850	24	13	2019-01-22	66.481	75.24	12.56	25	SKU-287	33.861	5	13
17	35.341	1	22	2019-01-23	10.158	46.26	59.51	5	SKU-2047	86.070	5	23
26	22.659	2	7	2019-01-23	52.703	80.08	100.69	3	SKU-2237	18.703	30	18
26	75.295	11	24	2019-01-23	0.522	58.43	68.63	25	SKU-2048	17.131	4	16
18	88.606	26	22	2019-01-23	1.129	107.18	95.22	27	SKU-2237	19.042	12	19
20	107.852	16	24	2019-01-23	3.672	35.16	27.08	16	SKU-2230	94.483	9	17
18	24.487	28	16	2019-01-23	107.324	55.82	52.21	16	SKU-287	66.640	2	6
8	33.394	17	1	2019-01-23	100.637	49.52	108.07	7	SKU-2042	95.332	20	6
13	76.999	21	13	2019-01-24	89.037	38.19	48.79	26	SKU-2238	96.509	4	23
10	89.435	28	24	2019-01-24	1.195	100.21	30.46	15	SKU-708	3.201	1	10
10	60.151	14	2	2019-01-24	5.080	105.02	98.72	4	SKU-2235	25.580	20	26
13	52.506	12	14	2019-01-24	33.478	59.98	85.23	14	SKU-2233	1.433	29	3
22	97.265	7	25	2019-01-24	45.569	108.47	19.84	12	SKU-223	7.249	28	23
13	104.783	6	4	2019-01-24	108.058	80.10	82.97	18	SKU-451	59.131	3	26
24	27.390	24	19	2019-01-24	53.407	42.13	62.02	14	SKU-2231	75.687	29	5
6	49.263	26	23	2019-01-25	49.002	18.17	14.57	26	SKU-2234	61.671	9	8
13	55.722	29	20	2019-01-25	44.515	68.40	55.46	16	SKU-2049	53.711	19	23
28	55.632	28	11	2019-01-25	32.173	55.80	53.08	27	SKU-296	80.057	7	14
21	39.360	1	14	2019-01-25	78.738	48.77	14.37	30	SKU-199	17.777	2	7
28	71.298	4	22	2019-01-25	103.031	18.60	41.09	27	SKU-2047	29.605	26	16
29	24.774	21	11	2019-01-25	7.486	86.96	29.74	22	SKU-2239	68.029	11	11
19	64.860	1	8	2019-01-25	55.571	82.95	33.24	16	SKU-204	58.291	5	13
26	13.051	7	16	2019-01-26	13.108	81.17	31.87	25	SKU-2041	76.604	12	29
27	58.671	12	24	2019-01-26	48.121	58.66	76.32	5	SKU-2238	7.392	26	2
19	109.861	20	26	2019-01-26	19.395	60.27	57.37	8	SKU-601	100.066	4	1
24	56.885	15	17	2019-01-26	14.238	104.27	13.46	9	SKU-296	90.003	1	29
17	2.138	10	26	2019-01-26	41.182	9.68	73.07	23	SKU-2232	42.472	18	21
28	46.606	9	24	2019-01-26	35.867	59.56	94.23	30	SKU-2044	30.155	19	2
14	10.136	7	27	2019-01-26	77.342	84.36	82.43	5	SKU-199	106.084	29	22
18	103.305	3	26	2019-01-27	81.493	109.54	87.94	11	SKU-2234	24.538	27	23
3	1.938	1	9	2019-01-27	66.702	49.80	33.31	25	SKU-2041	66.334	4	2
10	1.049	27	14	2019-01-27	50.021	108.86	30.67	1	SKU-601	84.599	17	5
22	100.888	6	16	2019-01-27	86.963	63.46	37.17	19	SKU-203	77.663	26	5
8	34.491	8	4	2019-01-27	12.198	71.06	20.50	3	SKU-296	80.103	10	26
30	78.248	13	1	2019-01-27	6.832	107.09	45.19	28	SKU-451	43.030	25	11
1	86.141	21	15	2019-01-27	69.260	82.49	56.20	22	SKU-2238	26.403	11	29
20	77.667	19	29	2019-01-28	103.907	37.11	102.29	14	SKU-708	100.733	12	22
10	18.754	28	29	2019-01-28	61.119	32.68	99.89	4	SKU-2238	105.917	12	28
25	99.092	9	13	2019-01-28	15.894	85.19	78.31	30	SKU-2045	100.008	27	4
11	14.985	20	19	2019-01-28	89.335	74.84	50.16	3	SKU-2042	48.431	22	5
17	56.583	3	16	2019-01-28	21.576	0.29	49.85	11	SKU-2237	79.477	28	22
27	56.487	11	2	2019-01-28	3.499	98.01	19.09	27	SKU-222	76.901	16	29
3	31.706	18	14	2019-01-28	77.467	108.36	18.09	22	SKU-451	32.483	23	22
26	38.819	18	7	2019-01-29	13.597	37.25	58.88	22	SKU-2044	82.912	1	28
21	95.742	3	28	2019-01-29	24.159	101.25	48.37	14	SKU-2047	41.429	23	15
17	41.296	25	20	2019-01-29	44.236	93.83	34.58	23	SKU-2049	46.631	11	5
26	92.535	11	4	2019-01-29	10.535	1.64	102.15	4	SKU-451	12.291	22	15
30	55.149	30	21	2019-01-29	10.992	50.55	39.05	1	SKU-2231	2.395	28	21
4	100.356	29	2	2019-01-29	76.853	102.21	94.25	26	SKU-2237	98.088	24	14
2	45.644	21	9	2019-01-29	77.186	64.17	58.59	16	SKU-296	36.485	22	21
26	51.240	29	12	2019-01-30	34.509	95.13	65.69	26	SKU-2238	37.489	9	7
26	70.458	10	8	2019-01-30	18.954	26.42	2.30	16	SKU-296	11.043	25	10
10	96.236	17	29	2019-01-30	40.004	38.15	2.86	30	SKU-203	15.713	18	22
5	8.547	2	24	2019-01-30	98.062	23.86	12.91	5	SKU-708	98.919	16	1
17	107.665	16	22	2019-01-30	91.791	43.97	71.83	23	SKU-195	92.021	28	23
8	65.100	19	30	2019-01-30	20.865	98.65	72.69	28	SKU-2047	35.384	19	4
23	64.867	30	8	2019-01-30	82.202	32.94	65.34	21	SKU-101	92.004	19	8
12	93.612	16	22	2019-01-31	109.791	48.22	64.66	28	SKU-222	1.644	14	17
29	23.191	16	18	2019-01-31	87.214	8.64	97.17	13	SKU-195	60.789	14	27
15	56.946	28	9	2019-01-31	45.363	19.47	108.26	29	SKU-2234	26.150	14	13
18	23.423	5	19	2019-01-31	14.573	24.29	99.20	21	SKU-2233	76.386	9	30
23	20.207	5	2	2019-01-31	62.014	57.71	46.64	10	SKU-2237	102.315	29	16
11	83.077	13	22	2019-01-31	38.445	2.04	96.93	21	SKU-2230	104.604	19	15
3	33.790	20	14	2019-01-31	62.925	25.13	11.38	23	SKU-2239	95.654	10	21
7	48.390	4	5	2019-02-01	87.194	40.15	77.43	25	SKU-2231	87.484	28	18
28	108.527	23	15	2019-02-01	109.260	87.15	59.16	4	SKU-2044	11.442	30	15
17	6.471	19	12	2019-02-01	13.573	31.14	84.10	21	SKU-2048	56.601	2	12
20	55.708	1	7	2019-02-01	85.966	32.30	105.25	30	SKU-2231	7.536	26	30
23	82.334	16	18	2019-02-01	13.121	106.33	6.28	20	SKU-2044	75.432	19	7
27	4.564	30	5	2019-02-01	93.520	37.54	14.78	24	SKU-195	25.339	23	27
23	49.307	12	9	2019-02-01	85.316	32.06	22.78	28	SKU-2231	48.798	17	4
22	67.139	6	15	2019-02-02	93.693	77.93	22.82	8	SKU-2238	10.254	25	21
8	53.378	12	17	2019-02-02	6.984	30.05	62.96	24	SKU-204	34.500	17	27
19	86.225	27	28	2019-02-02	85.910	22.75	58.20	25	SKU-101	62.565	16	6
6	16.690	29	29	2019-02-02	41.222	13.14	101.46	7	SKU-2047	75.658	3	28
11	82.470	30	26	2019-02-02	37.630	68.26	22.58	13	SKU-2040	106.016	29	6
4	26.054	18	24	2019-02-02	108.370	87.77	71.69	27	SKU-2232	81.677	16	23
9	33.660	11	10	2019-02-02	5.408	7.49	52.40	10	SKU-451	104.152	10	17
26	44.110	6	12	2019-02-03	93.629	29.19	102.82	15	SKU-2045	78.934	4	3
3	72.038	4	19	2019-02-03	109.303	0.00	57.12	21	SKU-601	32.984	1	23
7	76.208	20	16	2019-02-03	60.814	107.88	50.24	13	SKU-204	99.616	18	6
2	68.893	24	29	2019-02-03	77.966	24.23	27.42	5	SKU-2237	31.977	13	4
7	102.878	16	14	2019-02-03	19.886	18.03	88.84	25	SKU-2233	20.503	8	8
25	39.479	25	20	2019-02-03	3.235	16.85	33.78	29	SKU-2041	51.405	24	17
24	16.100	6	13	2019-02-03	28.531	20.63	24.79	10	SKU-2049	92.059	26	27
16	106.092	15	30	2019-02-04	11.879	42.89	18.57	28	SKU-2238	25.162	5	3
11	75.337	19	16	2019-02-04	30.372	66.56	99.81	1	SKU-2232	24.447	2	3
17	67.735	7	16	2019-02-04	53.792	8.48	26.45	11	SKU-101	40.686	15	5
18	5.035	20	29	2019-02-04	65.745	15.50	78.77	6	SKU-2045	56.976	27	7
5	57.900	9	20	2019-02-04	4.031	55.92	107.57	3	SKU-296	59.485	23	22
15	43.625	9	4	2019-02-04	42.572	99.45	90.13	10	SKU-2048	88.149	26	13
28	77.147	17	28	2019-02-04	85.868	54.20	70.90	25	SKU-2045	35.883	19	18
24	92.014	20	21	2019-02-05	37.533	21.72	49.75	26	SKU-2040	54.230	7	28
19	8.207	29	5	2019-02-05	15.442	49.44	58.10	30	SKU-2239	47.200	25	23
8	40.152	4	27	2019-02-05	87.375	17.50	21.67	21	SKU-2234	65.606	12	27
13	20.208	2	21	2019-02-05	28.090	3.00	79.86	5	SKU-2234	53.982	18	2
5	92.725	26	30	2019-02-05	57.257	63.23	4.75	20	SKU-2231	102.739	18	15
28	43.880	15	16	2019-02-05	25.712	56.88	43.00	26	SKU-2041	37.343	17	2
7	98.056	21	13	2019-02-05	26.811	21.50	23.00	4	SKU-2238	15.805	9	6
27	32.597	9	29	2019-02-06	89.774	27.40	20.00	9	SKU-2042	20.899	29	4
15	15.034	27	26	2019-02-06	57.469	19.03	0.48	17	SKU-203	27.787	28	4
4	80.260	15	16	2019-02-06	95.613	50.56	87.63	1	SKU-2048	13.991	3	19
18	11.267	2	12	2019-02-06	61.479	45.62	9.07	1	SKU-2237	85.673	13	23
19	55.256	27	24	2019-02-06	85.996	11.75	54.17	5	SKU-296	70.013	4	25
29	21.365	26	6	2019-02-06	28.996	58.98	11.21	5	SKU-2048	61.367	28	2
12	72.613	5	8	2019-02-06	2.066	76.23	102.26	2	SKU-2049	100.744	26	2
12	32.637	27	9	2019-02-07	93.596	39.33	79.60	7	SKU-101	0.324	16	15
29	55.076	24	11	2019-02-07	94.603	109.43	38.62	15	SKU-2047	76.103	27	23
4	34.457	25	7	2019-02-07	89.363	28.65	23.49	6	SKU-2235	108.020	15	6
3	107.807	7	11	2019-02-07	69.081	47.74	88.21	11	SKU-2049	15.005	13	24
27	65.192	21	4	2019-02-07	63.151	46.42	95.67	19	SKU-2049	54.741	1	23
30	34.835	5	17	2019-02-07	55.588	86.62	87.93	12	SKU-451	78.268	6	2
13	10.120	24	6	2019-02-07	36.590	38.00	109.92	5	SKU-2047	96.706	20	22
22	52.651	27	20	2019-02-08	29.945	29.32	40.94	10	SKU-2045	62.946	18	11
9	100.241	18	14	2019-02-08	54.174	44.35	79.69	2	SKU-199	87.028	13	19
19	95.031	24	17	2019-02-08	32.671	21.72	44.14	5	SKU-2045	50.636	25	9
11	61.709	23	15	2019-02-08	79.827	62.61	82.62	26	SKU-2233	31.616	9	11
8	9.160	17	10	2019-02-08	106.668	27.04	14.67	4	SKU-2239	95.123	15	29
9	85.535	23	16	2019-02-08	88.778	18.58	51.23	19	SKU-2233	82.868	20	26
19	9.308	14	11	2019-02-08	31.992	10.01	33.62	6	SKU-2041	19.557	30	3
1	66.879	26	12	2019-02-09	47.011	93.06	106.93	20	SKU-2040	51.432	5	14
4	41.844	13	14	2019-02-09	86.764	67.12	36.32	27	SKU-2040	23.739	9	3
24	28.124	25	16	2019-02-09	24.595	22.31	39.80	25	SKU-2045	105.498	10	6
21	1.601	8	16	2019-02-09	20.244	56.96	47.83	30	SKU-2235	3.079	12	3
22	53.492	16	1	2019-02-09	13.864	33.68	108.83	23	SKU-2238	92.633	16	6
5	67.472	10	21	2019-02-09	73.177	20.75	96.92	19	SKU-101	25.627	27	19
28	88.949	16	14	2019-02-09	13.291	11.99	7.99	13	SKU-2233	91.368	6	14
14	86.672	18	12	2019-02-10	61.823	30.52	98.07	11	SKU-2230	70.614	29	20
30	84.109	28	26	2019-02-10	17.576	65.21	60.75	5	SKU-195	35.568	24	5
13	72.262	14	25	2019-02-10	42.413	27.12	68.67	13	SKU-2049	33.240	10	17
25	13.873	15	10	2019-02-10	15.227	0.94	20.66	24	SKU-192	31.302	15	15
8	34.868	10	7	2019-02-10	34.967	31.09	53.86	4	SKU-2234	90.650	28	22
6	75.624	25	18	2019-02-10	47.325	64.22	37.28	12	SKU-2230	73.190	9	13
26	73.559	19	19	2019-02-10	101.781	36.74	18.74	22	SKU-287	68.057	13	18
24	46.232	2	19	2019-02-11	86.624	18.17	49.03	30	SKU-2239	85.502	10	14
2	87.711	29	13	2019-02-11	56.530	44.08	22.73	2	SKU-708	39.547	1	22
28	21.993	22	29	2019-02-11	104.582	36.84	75.74	20	SKU-287	81.924	19	15
24	90.676	28	13	2019-02-11	99.112	21.17	100.93	19	SKU-101	80.694	11	4
3	39.741	9	18	2019-02-11	107.533	27.24	9.02	17	SKU-601	13.298	14	27
13	64.110	17	19	2019-02-11	47.278	35.30	72.60	23	SKU-451	29.631	1	17
23	93.472	8	27	2019-02-11	16.219	87.10	58.31	7	SKU-199	73.832	27	24
11	45.425	13	14	2019-02-12	65.387	97.16	57.95	7	SKU-199	45.708	25	26
28	79.635	5	3	2019-02-12	19.094	63.25	26.06	28	SKU-601	97.195	18	27
13	24.058	16	12	2019-02-12	8.311	100.64	94.97	10	SKU-2233	81.610	16	16
15	38.319	10	29	2019-02-12	36.722	10.90	82.81	6	SKU-2049	86.524	7	13
27	103.703	30	7	2019-02-12	101.545	86.50	30.20	12	SKU-199	42.339	5	26
14	28.495	7	30	2019-02-12	36.201	105.33	108.34	17	SKU-2231	29.080	18	6
10	51.353	17	9	2019-02-12	109.468	23.49	44.39	13	SKU-2231	105.146	24	10
28	54.948	4	7	2019-02-13	52.782	48.07	10.86	12	SKU-2040	78.972	6	20
10	10.969	1	20	2019-02-13	71.668	61.15	66.41	1	SKU-2045	63.811	15	4
23	12.684	24	12	2019-02-13	104.846	87.00	70.45	1	SKU-296	41.338	21	27
24	72.476	25	23	2019-02-13	71.855	105.13	33.66	6	SKU-223	62.772	22	19
19	33.167	25	1	2019-02-13	71.426	1.80	104.29	18	SKU-204	30.364	9	20
30	60.537	30	21	2019-02-13	60.699	15.09	32.41	7	SKU-2048	68.917	4	3
